"date","magasin","masse_salariale","depenses_fonctionnement","chiffre_affaires","budget_publicite"
2022-10-03,"Magasin_5",1640.61,2054.46,5319.663,68.96
2022-10-03,"Magasin_6",2034.35,1336.2,5517.829,16.99
2022-10-04,"Magasin_1",1945.39,1995.92,3033.173,65.22
2022-10-04,"Magasin_2",1637.5,1286.12,3076.165,40.7
2022-10-04,"Magasin_3",1711.76,1264.59,4753.391,63.2
2022-10-04,"Magasin_4",1840.02,2469.69,2986.586,2.3
2022-10-04,"Magasin_5",1715.26,2363.64,4380.948,91.87
2022-10-04,"Magasin_6",1743.05,1419.47,3454.617,11.69
2022-10-05,"Magasin_1",1660.42,2612.83,5430.726,83
2022-10-05,"Magasin_2",1683.29,1206.52,2722.221,12.83
2022-10-05,"Magasin_3",1827.98,1870.22,4368.802,30.98
2022-10-05,"Magasin_4",1692.88,1515.3,5112.284,21.96
2022-10-05,"Magasin_5",1863.15,1102.65,3412.03,8.53
2022-10-05,"Magasin_6",1917.58,2443.85,2949.959,32.43
2022-10-06,"Magasin_1",1756.96,1350.15,3604.681,86.7
2022-10-06,"Magasin_2",1839.14,1118.5,4740.422,26.11
2022-10-06,"Magasin_3",2034.35,2717.13,3840.846,30.81
2022-10-06,"Magasin_4",1932.01,1129.33,3856.309,73.13
2022-10-06,"Magasin_5",1877.95,1074.35,3416.998,6.12
2022-10-06,"Magasin_6",1813.68,2244.92,4519.173,89.93
2022-10-07,"Magasin_1",1831.76,2700.55,3029.415,81.71
2022-10-07,"Magasin_2",2034.35,1031.46,5415.366,29.05
2022-10-07,"Magasin_3",1767.48,1928.42,3598.367,2.27
2022-10-07,"Magasin_4",1941.57,2125.75,3883.072,53.32
2022-10-07,"Magasin_5",1915.87,2910.09,4349.844,25.16
2022-10-07,"Magasin_6",1745.09,2937.09,4898.507,12.09
2022-10-08,"Magasin_1",1977.66,1081.66,3801.846,90.01
2022-10-08,"Magasin_2",1772.29,2872.34,3442.42,82.36
2022-10-08,"Magasin_3",2034.35,2074.2,3260.441,36.03
2022-10-08,"Magasin_4",1866.46,2030.68,5178.117,23.27
2022-10-08,"Magasin_5",1871.58,2691.12,5998.063,0.12
2022-10-08,"Magasin_6",1905.29,2254.88,5842.141,55.17
2022-10-09,"Magasin_1",1931.31,1632.51,4203.213,11.53
2022-10-09,"Magasin_2",1977.83,2953.36,5599.978,48.04
2022-10-09,"Magasin_3",1899.13,2093.8,2902.712,32.69
2022-10-09,"Magasin_4",1999.96,2287,2833.295,39.86
2022-10-09,"Magasin_5",1977.38,2315.75,3394.95,8.13
2022-10-09,"Magasin_6",1875.83,1244.61,2807.771,88.04
2022-10-10,"Magasin_1",1990.85,2199.93,4555.314,35.26
2022-10-10,"Magasin_2",1823.21,1978.43,2469.158,68.62
2022-10-10,"Magasin_3",2034.35,1583.59,3712.979,52.38
2022-10-10,"Magasin_4",1791.52,2324.37,3846.598,22.67
2022-10-10,"Magasin_5",2034.35,2441.71,3723.677,34.59
2022-10-10,"Magasin_6",2034.35,2396.86,3411.141,22.79
2022-10-11,"Magasin_1",1897.36,2091.28,5676.907,48.99
2022-10-11,"Magasin_2",1856.32,2311,4736.757,8.25
2022-10-11,"Magasin_3",1901.04,2669.47,4734.781,26.61
2022-10-11,"Magasin_4",1883.12,2450.42,5147.157,5.89
2022-10-11,"Magasin_5",1638.45,1522.64,5750.851,45.16
2022-10-11,"Magasin_6",2034.35,1834.69,2986.488,72.5
2022-10-12,"Magasin_1",1795.09,1806.2,3020.769,10.01
2022-10-12,"Magasin_2",1655.02,2323.59,2743.935,34.34
2022-10-12,"Magasin_3",1992.08,2606.58,3808.835,57.41
2022-10-12,"Magasin_4",1768.13,1423.92,4033.536,46.95
2022-10-12,"Magasin_5",1628.57,2282.81,3129.042,32.21
2022-10-12,"Magasin_6",2034.35,1009.14,4561.689,31.74
2022-10-13,"Magasin_1",1978.76,1828.45,5310.076,80.93
2022-10-13,"Magasin_2",2034.35,1827.4,3641.497,73.78
2022-10-13,"Magasin_3",1702.46,2722.19,4827.589,61.26
2022-10-13,"Magasin_4",2034.35,1755.42,4314.231,17.38
2022-10-13,"Magasin_5",1829.07,2769.97,4256.179,98.8
2022-10-13,"Magasin_6",1733.09,2988.66,3805.839,84.03
2022-10-14,"Magasin_1",1757.15,1789.35,3169.871,75.35
2022-10-14,"Magasin_2",1600.77,2261.54,4647.618,17.53
2022-10-14,"Magasin_3",1952.43,2111.54,4849.588,7.46
2022-10-14,"Magasin_4",1731.89,1082.69,2522.862,88.54
2022-10-14,"Magasin_5",1980.66,2304.13,5504.135,55.3
2022-10-14,"Magasin_6",1750.33,1519.28,5510.69,84.15
2022-10-15,"Magasin_1",2034.35,1206.46,5007.68,81
2022-10-15,"Magasin_2",2034.35,2682.03,2886.322,94.03
2022-10-15,"Magasin_3",1722.01,1626.09,4692.425,88.74
2022-10-15,"Magasin_4",1948.01,2197.56,3016.117,7.18
2022-10-15,"Magasin_5",1892.94,2239.25,3138.33,78.21
2022-10-15,"Magasin_6",1984.41,2308.23,3219.591,8.61
2022-10-16,"Magasin_1",1988.82,2957.53,4912.437,57.16
2022-10-16,"Magasin_2",1693.5,1489.74,3022.961,50.77
2022-10-16,"Magasin_3",1667.23,2772.98,3552.762,22.64
2022-10-16,"Magasin_4",1674.35,2871.78,2664.003,38.64
2022-10-16,"Magasin_5",1846.1,1958.39,4207.914,81.42
2022-10-16,"Magasin_6",1662.05,2945.28,4318.798,86.15
2022-10-17,"Magasin_1",1913.06,2797.43,4951.924,78.9
2022-10-17,"Magasin_2",1924.12,2119.05,4229.371,9.63
2022-10-17,"Magasin_3",1629.95,1370.26,3045.105,33.39
2022-10-17,"Magasin_4",1650.46,2950.13,3453.049,55.46
2022-10-17,"Magasin_5",1641.48,1551.98,5507.193,47.85
2022-10-17,"Magasin_6",1825.97,1519.46,4335.988,50.16
2022-10-18,"Magasin_1",1934.79,2510.38,3160.263,15.83
2022-10-18,"Magasin_2",1872.43,2099.47,5474.283,12.42
2022-10-18,"Magasin_3",1992.3,2090.11,3948.741,36.54
2022-10-18,"Magasin_4",1785.05,1378.36,3744.584,56
2022-10-18,"Magasin_5",1893.91,1655.99,3995.717,95.09
2022-10-18,"Magasin_6",1818.21,1445.68,4699.358,7.62
2022-10-19,"Magasin_1",1774.02,1689.62,4138.863,46.56
2022-10-19,"Magasin_2",1632.56,2445.8,5118.37,62.45
2022-10-19,"Magasin_3",1943.41,1736.46,2944.89,79.04
2022-10-19,"Magasin_4",1998.51,2540.12,4469.684,52.97
2022-10-19,"Magasin_5",1932.43,1526.18,4015.054,60.15
2022-10-19,"Magasin_6",2034.35,1837.2,5546.259,84.37
2022-10-20,"Magasin_1",1695.11,1798.32,4913.488,86.59
2022-10-20,"Magasin_2",1753.91,1220.36,4090.34,52.82
2022-10-20,"Magasin_3",1781.72,2447.42,3111.25,27.17
2022-10-20,"Magasin_4",1983.53,1078.03,2329.098,39.61
2022-10-20,"Magasin_5",1681.66,2505.14,5676.532,94.23
2022-10-20,"Magasin_6",1904.11,1835.96,5561.923,21.61
2022-10-21,"Magasin_1",1838.01,1473.77,2546.324,49.1
2022-10-21,"Magasin_2",1750.01,2896.35,2802.15,63.36
2022-10-21,"Magasin_3",1757.43,2352.78,4612.917,75.95
2022-10-21,"Magasin_4",1905.72,1967.45,3918.01,58.99
2022-10-21,"Magasin_5",1698.45,2179.46,4806.776,71.67
2022-10-21,"Magasin_6",1737.55,1213.64,5905.47,69.85
2022-10-22,"Magasin_1",1895.98,1443.18,5584.376,69.21
2022-10-22,"Magasin_2",1769.99,1838.75,3993.855,5.11
2022-10-22,"Magasin_3",1798.77,2268.21,4567.385,14.22
2022-10-22,"Magasin_4",1788.39,1577.72,3355.931,90.52
2022-10-22,"Magasin_5",1717.07,2983.14,6052.665,59.33
2022-10-22,"Magasin_6",2034.35,2784.08,4674.85,19.11
2022-10-23,"Magasin_1",1763.92,2675.1,4950.952,33.76
2022-10-23,"Magasin_2",2034.35,2677.42,3000.926,9.59
2022-10-23,"Magasin_3",1736.33,1221.81,5435.604,62.79
2022-10-23,"Magasin_4",1711.28,2111.79,3310.73,33.96
2022-10-23,"Magasin_5",2034.35,2904.49,5773.85,76.66
2022-10-23,"Magasin_6",1870.94,2932.83,5830.442,20.33
2022-10-24,"Magasin_1",1670.34,1164.35,5549.328,75.79
2022-10-24,"Magasin_2",1990.16,1073.19,4569.692,64.89
2022-10-24,"Magasin_3",1667.36,1748.91,3524.595,82.32
2022-10-24,"Magasin_4",1981.16,1122.74,3971.954,35.9
2022-10-24,"Magasin_5",1922.67,2456.05,3056.344,47.13
2022-10-24,"Magasin_6",1951.31,1437.25,4799.739,56.96
2022-10-25,"Magasin_1",1814.82,2818.63,4217.626,12.02
2022-10-25,"Magasin_2",2034.35,1977.74,3132.951,91.5
2022-10-25,"Magasin_3",1984.41,1746.68,3868.22,3.14
2022-10-25,"Magasin_4",1902.28,2531.38,2890.335,57.47
2022-10-25,"Magasin_5",1676.31,1677.48,5121.505,78.04
2022-10-25,"Magasin_6",1794.38,2977.4,3231.561,30.01
2022-10-26,"Magasin_1",1853.85,1776.28,5760.009,63.89
2022-10-26,"Magasin_2",1983.53,2818.09,2760.885,46.79
2022-10-26,"Magasin_3",1852,1830.28,4902.661,59.41
2022-10-26,"Magasin_4",1980.66,2117.61,5192.814,9.18
2022-10-26,"Magasin_5",2034.35,1487.82,3917.945,72.87
2022-10-26,"Magasin_6",2034.35,1314.4,5222.825,34.22
2022-10-27,"Magasin_1",1899.55,2445.82,4197.337,32.89
2022-10-27,"Magasin_2",1999.06,2145.91,3177.033,5.59
2022-10-27,"Magasin_3",1645.01,1102.56,4881.332,1.76
2022-10-27,"Magasin_4",2034.35,1214.35,4181.57,25.92
2022-10-27,"Magasin_5",1834.37,1811.68,4401.764,63.77
2022-10-27,"Magasin_6",1725.81,2306.33,3403.13,93.88
2022-10-28,"Magasin_1",1935.51,2667.11,5460.405,28.04
2022-10-28,"Magasin_2",1714.77,2647.68,5437.143,78.85
2022-10-28,"Magasin_3",1756.8,2932.51,4626.019,71.14
2022-10-28,"Magasin_4",1941.82,1762.38,2652.193,81.94
2022-10-28,"Magasin_5",1752.63,1236.57,4630.885,56.11
2022-10-28,"Magasin_6",1728.66,1416.66,3384.964,27.84
2022-10-29,"Magasin_1",1832.33,2280.34,5782.815,16.57
2022-10-29,"Magasin_2",1687.85,1817.05,2941.2,6.94
2022-10-29,"Magasin_3",1955.45,2040.42,2819.71,53.31
2022-10-29,"Magasin_4",1678.85,1492.15,4012.339,55.55
2022-10-29,"Magasin_5",1694.64,1741.47,6173.862,19.68
2022-10-29,"Magasin_6",1978.76,2091.99,4496.283,24.26
2022-10-30,"Magasin_1",1893.32,2956.8,5430.699,18.61
2022-10-30,"Magasin_2",1876.92,1793.73,4785.101,50.94
2022-10-30,"Magasin_3",1750.19,1727.47,3909.756,6.29
2022-10-30,"Magasin_4",1705.18,2604.9,5644.979,59.55
2022-10-30,"Magasin_5",2034.35,1629.04,5170.237,29.24
2022-10-30,"Magasin_6",1888.35,2795.03,4626.184,55.89
2022-10-31,"Magasin_1",1898.02,1091.03,4924.641,50.49
2022-10-31,"Magasin_2",1817.96,1975.5,4579.286,69.53
2022-10-31,"Magasin_3",1635.96,2538.51,4362.964,56.61
2022-10-31,"Magasin_4",1908.65,2649.74,4557.231,45.98
2022-10-31,"Magasin_5",1695.88,1695.31,5321.156,54.26
2022-10-31,"Magasin_6",2034.35,2117.13,5804.021,82.05
2022-11-01,"Magasin_1",1714.06,1347.16,4801.95,80.91
2022-11-01,"Magasin_2",1830.14,1965.79,4900.247,15.08
2022-11-01,"Magasin_3",2102.16,2471.3,5356.498,96.58
2022-11-01,"Magasin_4",1719,2196.47,4399.123,99.48
2022-11-01,"Magasin_5",1898.92,1330.97,4020.354,19
2022-11-01,"Magasin_6",1789.39,2095.59,5195.159,72.82
2022-11-02,"Magasin_1",1840.57,2764.53,3374.972,70.37
2022-11-02,"Magasin_2",1772.81,2212.38,5457.842,36.95
2022-11-02,"Magasin_3",2057.32,2035.3,3804.833,63.09
2022-11-02,"Magasin_4",1772.31,2816.78,4401.155,0.96
2022-11-02,"Magasin_5",1706.8,2170.87,3552.339,7.48
2022-11-02,"Magasin_6",2001.98,2480,5755.469,27.73
2022-11-03,"Magasin_1",1777.92,1800.22,4641.662,10.53
2022-11-03,"Magasin_2",1879.66,2508.98,5602.401,98.29
2022-11-03,"Magasin_3",2045.15,1892.13,4818.73,5.5
2022-11-03,"Magasin_4",1784.88,2569.5,4622.14,83.47
2022-11-03,"Magasin_5",2009.34,2164.24,3175.105,12.35
2022-11-03,"Magasin_6",1954.95,2605.36,4080.474,83.09
2022-11-04,"Magasin_1",1949.72,2325.03,4676.871,36.03
2022-11-04,"Magasin_2",1892.02,2359.9,3439.894,56.57
2022-11-04,"Magasin_3",1903.81,1964.95,5032.403,69.58
2022-11-04,"Magasin_4",1923.71,2699.03,2624.911,37.02
2022-11-04,"Magasin_5",1843.02,2449.95,4531.592,0.86
2022-11-04,"Magasin_6",2065.24,2448.51,4271.411,18.67
2022-11-05,"Magasin_1",1812.11,2674.49,5317.884,52.1
2022-11-05,"Magasin_2",1784.15,1823.59,3917.553,29.76
2022-11-05,"Magasin_3",1939.83,2136.4,2442.913,54.19
2022-11-05,"Magasin_4",2043.9,1732.22,3719.3,33.99
2022-11-05,"Magasin_5",1750.87,2963.99,5351.246,12.6
2022-11-05,"Magasin_6",2009.76,2291.83,5536.318,67.64
2022-11-06,"Magasin_1",2010.16,1137.04,4800.158,1.41
2022-11-06,"Magasin_2",1913.76,2722.18,5131.385,37.24
2022-11-06,"Magasin_3",1947.69,1038.99,4118.522,27.24
2022-11-06,"Magasin_4",1824.86,2589.67,3634.293,70.29
2022-11-06,"Magasin_5",2102.16,1899.11,5643.678,51.78
2022-11-06,"Magasin_6",1696.1,1861.26,3769.14,10.22
2022-11-07,"Magasin_1",1763.86,2330.07,5355.378,83.79
2022-11-07,"Magasin_2",2102.16,1391.12,3252.394,31.79
2022-11-07,"Magasin_3",1828.02,1796.78,5631.575,71.45
2022-11-07,"Magasin_4",1921.85,2782.74,2687.206,16.67
2022-11-07,"Magasin_5",1760.19,1302.02,3448.412,15.18
2022-11-07,"Magasin_6",1766.07,1531.34,4017.259,33.92
2022-11-08,"Magasin_1",1759.22,1959.54,4868.185,96.14
2022-11-08,"Magasin_2",1703.02,1766.8,3114.328,5.99
2022-11-08,"Magasin_3",1719.74,2602.78,3711.446,2.44
2022-11-08,"Magasin_4",2065.24,1810.14,3297.941,95.23
2022-11-08,"Magasin_5",1766.84,2476.65,5720.881,94.68
2022-11-08,"Magasin_6",1909.57,2283.06,3382.63,89.59
2022-11-09,"Magasin_1",1871.94,2436.53,5513.305,45.07
2022-11-09,"Magasin_2",2006.35,1996.59,3273.522,21.26
2022-11-09,"Magasin_3",1857.76,2006.17,3084.437,32.62
2022-11-09,"Magasin_4",1726.16,2322.1,5229.515,51.27
2022-11-09,"Magasin_5",1894.44,2326.85,4443.131,66.61
2022-11-09,"Magasin_6",2050.56,2830.15,3405.565,6.2
2022-11-10,"Magasin_1",1722.6,2045.82,4173.733,95.41
2022-11-10,"Magasin_2",1892.48,2536.6,4484.411,98.33
2022-11-10,"Magasin_3",1834.6,1294.6,2459.315,76.9
2022-11-10,"Magasin_4",1775.21,2421.09,2810.456,18.62
2022-11-10,"Magasin_5",1785.67,2190.35,4873.821,36.98
2022-11-10,"Magasin_6",1943.02,2891.94,4974.601,39.55
2022-11-11,"Magasin_1",1847.09,1267.27,4430.205,34.16
2022-11-11,"Magasin_2",2045.15,2288.86,5503.831,53.27
2022-11-11,"Magasin_3",2102.16,1036.25,2710.212,15.1
2022-11-11,"Magasin_4",2102.16,2305.61,4059.602,14.94
2022-11-11,"Magasin_5",2012.36,1765.9,4720.053,61.7
2022-11-11,"Magasin_6",1720.44,1576.95,5371.13,18.85
2022-11-12,"Magasin_1",1937.53,1421.75,5845.988,93.85
2022-11-12,"Magasin_2",2057.32,1285.49,5259.409,28.14
2022-11-12,"Magasin_3",1738.66,1431.47,3667.942,58.18
2022-11-12,"Magasin_4",2102.16,1100.42,5325.073,15.36
2022-11-12,"Magasin_5",1898.42,1128.02,5010.894,90.35
2022-11-12,"Magasin_6",2102.16,2560.87,3899.608,16.84
2022-11-13,"Magasin_1",1902.15,1110.34,5210.456,77.82
2022-11-13,"Magasin_2",1809.08,2788.25,4131.354,77.31
2022-11-13,"Magasin_3",1893.17,2815.09,4740.296,8.34
2022-11-13,"Magasin_4",1720.47,2090.21,4081.16,16.15
2022-11-13,"Magasin_5",2000.45,1633.24,3792.94,22.04
2022-11-13,"Magasin_6",2102.16,1983.94,4543.753,17.51
2022-11-14,"Magasin_1",1791.33,2711.05,5283.999,65.62
2022-11-14,"Magasin_2",2010.22,2841.68,4170.877,90.9
2022-11-14,"Magasin_3",1715.65,1986.18,3364.986,4.07
2022-11-14,"Magasin_4",1704.73,2067.22,4635.492,6.9
2022-11-14,"Magasin_5",1955.83,2699.47,4012.053,72.48
2022-11-14,"Magasin_6",1899.37,2667.81,4200.795,87.37
2022-11-15,"Magasin_1",1951.92,1384.23,4969.429,64.94
2022-11-15,"Magasin_2",1754.88,2749.53,5753.683,13.42
2022-11-15,"Magasin_3",1947.71,2505.26,2648.37,55.97
2022-11-15,"Magasin_4",2102.16,1672.31,5153.3,92.33
2022-11-15,"Magasin_5",1998.42,1314.84,3902.7,83.8
2022-11-15,"Magasin_6",1941.32,1021.53,5639.829,91.72
2022-11-16,"Magasin_1",2102.16,2642.77,3932.039,77.33
2022-11-16,"Magasin_2",1790.71,2664.42,3018.314,88.42
2022-11-16,"Magasin_3",2016.25,1824.6,4011.981,31.02
2022-11-16,"Magasin_4",1961.89,1878.95,4427.834,88.58
2022-11-16,"Magasin_5",1689.09,1361.2,5859.623,44.24
2022-11-16,"Magasin_6",1962.86,2945.39,4032.671,81.67
2022-11-17,"Magasin_1",2018.19,1265.65,4925.802,89.36
2022-11-17,"Magasin_2",1901.69,1384.52,4545.996,13.67
2022-11-17,"Magasin_3",1708.34,2560.93,5228.715,39.49
2022-11-17,"Magasin_4",1873.44,2925.8,2712.697,6.69
2022-11-17,"Magasin_5",1713.61,2675.68,2808.493,91.91
2022-11-17,"Magasin_6",1790.82,2456.79,5035.417,99.2
2022-11-18,"Magasin_1",2018.44,1176.23,4932.021,14.79
2022-11-18,"Magasin_2",1811.88,1123.35,4877.548,53.82
2022-11-18,"Magasin_3",2007.69,1027.54,4045.523,0.17
2022-11-18,"Magasin_4",1681.48,1755.68,5558.623,59.93
2022-11-18,"Magasin_5",1721.61,2860.76,5719.293,50.58
2022-11-18,"Magasin_6",2009.59,1530.68,3583.801,26.82
2022-11-19,"Magasin_1",1910.98,1106.1,5960.349,25.38
2022-11-19,"Magasin_2",1897.94,1206.6,4888.983,4.57
2022-11-19,"Magasin_3",1711.55,2663.93,5033.818,37.18
2022-11-19,"Magasin_4",1973.38,1333.03,3302.073,21.08
2022-11-19,"Magasin_5",2102.16,2824.31,4234.274,26.18
2022-11-19,"Magasin_6",2102.16,1326.96,5170.465,2.44
2022-11-20,"Magasin_1",1810.41,1470.61,5829.453,19.03
2022-11-20,"Magasin_2",1900.08,2842.6,4839.005,39.06
2022-11-20,"Magasin_3",1843.19,2547.15,4446.461,79.56
2022-11-20,"Magasin_4",1855.2,1781.25,5240.802,29.85
2022-11-20,"Magasin_5",1994.3,1608.8,5670.275,81.3
2022-11-20,"Magasin_6",1725.17,2857.65,4884.548,32.54
2022-11-21,"Magasin_1",1754.65,1332.7,3279.949,31.89
2022-11-21,"Magasin_2",1869.36,2414.33,4785.588,93.33
2022-11-21,"Magasin_3",1803.92,1453.84,5479.151,89.74
2022-11-21,"Magasin_4",1809.1,2970.78,4980.509,54.33
2022-11-21,"Magasin_5",1947.48,2482.91,3740.575,25.33
2022-11-21,"Magasin_6",2102.16,2461.57,5179.365,42.09
2022-11-22,"Magasin_1",1934.71,1079.38,5098.575,58.74
2022-11-22,"Magasin_2",1822.38,1520.31,3339.27,60.16
2022-11-22,"Magasin_3",1714.73,2929.95,2919.641,87.02
2022-11-22,"Magasin_4",1808.79,1585.98,3189.04,64.92
2022-11-22,"Magasin_5",1960.59,2321.49,5836.318,86.53
2022-11-22,"Magasin_6",1882.43,2814.1,3385.549,22.44
2022-11-23,"Magasin_1",1875.48,2123.46,4732.785,58.18
2022-11-23,"Magasin_2",1861.06,2436.61,5846.255,72.21
2022-11-23,"Magasin_3",2006.81,2547.28,4722.686,89.36
2022-11-23,"Magasin_4",1839.67,1935.85,5821.869,62.89
2022-11-23,"Magasin_5",1833.88,2514.89,5480.662,9.18
2022-11-23,"Magasin_6",1999.49,1639.6,3960.459,17.38
2022-11-24,"Magasin_1",1929.96,2887.47,5744.272,27.72
2022-11-24,"Magasin_2",2057.21,2884.44,4832.131,27.62
2022-11-24,"Magasin_3",1748.08,2528.09,4412.972,77.3
2022-11-24,"Magasin_4",1758.28,2990.36,3584.087,5.16
2022-11-24,"Magasin_5",1705.17,1445.29,4567.178,25.39
2022-11-24,"Magasin_6",1921.6,2755.43,3598.632,72.55
2022-11-25,"Magasin_1",1699.43,2433.29,5643.496,12.67
2022-11-25,"Magasin_2",1839.66,1493.66,4772.494,36.25
2022-11-25,"Magasin_3",1827.91,2739.08,4913.236,89.61
2022-11-25,"Magasin_4",2043.29,1707.5,5015.796,56.08
2022-11-25,"Magasin_5",2102.16,2212.88,5914.124,68.49
2022-11-25,"Magasin_6",2005.07,2844.12,5699.354,26.58
2022-11-26,"Magasin_1",1960.24,1301.97,3665.558,37.16
2022-11-26,"Magasin_2",1796,2440.23,5201.736,77.37
2022-11-26,"Magasin_3",1927.46,1070.34,4244.156,30.82
2022-11-26,"Magasin_4",2102.16,1007.66,4049.531,7.85
2022-11-26,"Magasin_5",1880.86,2049.7,5276.88,51.98
2022-11-26,"Magasin_6",1685.98,2894.1,6502.891,43.92
2022-11-27,"Magasin_1",1859.73,1166.77,5105.149,29.78
2022-11-27,"Magasin_2",1864.51,1090.14,5533.968,79.68
2022-11-27,"Magasin_3",1819.34,2391.53,3607.253,51.36
2022-11-27,"Magasin_4",1785.98,2768.88,4128.155,39.02
2022-11-27,"Magasin_5",1877.81,2360.24,6528.491,86.56
2022-11-27,"Magasin_6",1879.99,1456.39,4594.054,57.75
2022-11-28,"Magasin_1",1987.97,2515.67,5738.171,82.46
2022-11-28,"Magasin_2",1968.23,1143.42,5242.189,53.49
2022-11-28,"Magasin_3",2102.16,1491.07,4235.028,87.4
2022-11-28,"Magasin_4",1998.34,2258.37,5376.12,10.83
2022-11-28,"Magasin_5",1714.91,1699.33,4156.548,19.23
2022-11-28,"Magasin_6",1882.39,2449.11,3882.23,4.68
2022-11-29,"Magasin_1",1915.91,1430.8,5745.603,98.11
2022-11-29,"Magasin_2",2102.16,2172.93,4399.459,83.45
2022-11-29,"Magasin_3",1726.03,2140.96,4508.592,52.28
2022-11-29,"Magasin_4",1987.45,2753.99,3215.443,76.02
2022-11-29,"Magasin_5",2102.16,2910.9,5809.731,21.79
2022-11-29,"Magasin_6",2015.02,2257.75,4215.452,26.47
2022-11-30,"Magasin_1",1904.46,1533.69,3649.521,88.19
2022-11-30,"Magasin_2",1691.38,1405.61,4187.833,65.72
2022-11-30,"Magasin_3",2102.16,1207.38,4022.445,60.84
2022-11-30,"Magasin_4",2049.65,1353.49,2877.577,37.45
2022-11-30,"Magasin_5",2102.16,2518.18,4836.72,63.7
2022-11-30,"Magasin_6",2102.16,2773.61,5058.1,51.19
2022-12-01,"Magasin_1",1959.66,1711.42,4725.463,8.8
2022-12-01,"Magasin_2",2034.35,2707.42,5793.775,18.31
2022-12-01,"Magasin_3",1951.17,1821.16,5174.304,0.86
2022-12-01,"Magasin_4",1805.1,1654.18,3208.258,55.81
2022-12-01,"Magasin_5",1990.85,1451.86,3446.19,19.46
2022-12-01,"Magasin_6",1966.17,1712.18,6207.956,82.78
2022-12-02,"Magasin_1",1722.29,2436.75,5742.48,26.42
2022-12-02,"Magasin_2",2001.13,1150.81,5354.431,22.41
2022-12-02,"Magasin_3",1932.46,1135.46,3229.309,88.33
2022-12-02,"Magasin_4",1935.21,2047.57,4242.503,22.65
2022-12-02,"Magasin_5",1885.67,2331.15,2991.48,10.47
2022-12-02,"Magasin_6",1811.87,1873.07,4656.279,52.07
2022-12-03,"Magasin_1",1889.91,1023.32,6419.564,53.93
2022-12-03,"Magasin_2",1976.85,1794.86,3964.466,2.57
2022-12-03,"Magasin_3",1648.49,2188.22,3648.181,1.71
2022-12-03,"Magasin_4",2034.35,1429.75,5958.872,64.11
2022-12-03,"Magasin_5",1655.5,2723.59,5838.654,29.62
2022-12-03,"Magasin_6",1842.26,1898.19,7150.187,67.93
2022-12-04,"Magasin_1",1866.64,2418.64,5011.472,84.74
2022-12-04,"Magasin_2",1946.77,2186.13,5674.322,32.32
2022-12-04,"Magasin_3",1743.6,2736.97,4745.017,88.81
2022-12-04,"Magasin_4",1655.79,1050.8,3462.227,11.38
2022-12-04,"Magasin_5",1660.83,1168.88,4470.69,73.93
2022-12-04,"Magasin_6",1688.79,1691.64,6600.621,66.55
2022-12-05,"Magasin_1",1980.6,2634.37,5443.833,38.49
2022-12-05,"Magasin_2",1704.01,1350.18,3745.404,16.96
2022-12-05,"Magasin_3",1895.93,2870.45,2923.066,5.64
2022-12-05,"Magasin_4",1899.84,2967.7,4608.696,54.08
2022-12-05,"Magasin_5",1819.57,1354.48,6112.881,28.53
2022-12-05,"Magasin_6",1989.83,2837.17,4716.419,29.07
2022-12-06,"Magasin_1",1693.64,1632.82,3957.908,70.69
2022-12-06,"Magasin_2",1941.26,2399.41,3377.483,88.16
2022-12-06,"Magasin_3",2034.35,1231.58,3370.22,50.39
2022-12-06,"Magasin_4",1804.49,2366.35,2945.538,70.31
2022-12-06,"Magasin_5",1925.55,1742.37,4164.266,49.9
2022-12-06,"Magasin_6",1838.06,1936.58,2752.524,62.39
2022-12-07,"Magasin_1",1821.15,2395.14,4553.564,53.31
2022-12-07,"Magasin_2",1833.55,2411.29,3968.677,28.63
2022-12-07,"Magasin_3",1674.25,1665.11,4555.85,94.15
2022-12-07,"Magasin_4",1698.99,1143.93,4977.637,90.56
2022-12-07,"Magasin_5",1770,1145.64,5039.512,92.6
2022-12-07,"Magasin_6",1701.24,2203.31,6189.472,93.47
2022-12-08,"Magasin_1",1829.42,1640.49,4765.009,94.7
2022-12-08,"Magasin_2",2034.35,1964.9,3470.929,27.07
2022-12-08,"Magasin_3",1990.95,2901.16,3420.664,54.37
2022-12-08,"Magasin_4",1700.09,1396.71,5073.189,14.96
2022-12-08,"Magasin_5",1926.91,1686.01,3732.441,20.73
2022-12-08,"Magasin_6",1686.26,2621.51,5257.183,57.62
2022-12-09,"Magasin_1",1882.6,1042.24,5175.882,51.15
2022-12-09,"Magasin_2",1781.54,1626.19,3866.962,50.04
2022-12-09,"Magasin_3",1815.86,2439.35,2841.968,29.44
2022-12-09,"Magasin_4",1749.27,1232.84,5046.544,50.59
2022-12-09,"Magasin_5",1851.71,1949.24,5318.272,12.27
2022-12-09,"Magasin_6",1933.53,2215.84,6007.78,74.5
2022-12-10,"Magasin_1",1740.72,2195.23,4651.07,38.59
2022-12-10,"Magasin_2",2034.35,2025.97,4635.389,87.93
2022-12-10,"Magasin_3",1652.71,2688.43,4148.833,14.97
2022-12-10,"Magasin_4",1983.06,2865.02,2828.685,32.12
2022-12-10,"Magasin_5",1855.02,1237.08,5682.012,47.7
2022-12-10,"Magasin_6",1858.4,1793.32,6582.667,5.23
2022-12-11,"Magasin_1",1768.29,2236.99,6142.277,21.78
