"Date","Produit","Magasin","Promotion","Prix_Unitaire","Quantité_Vendue"
2022-10-07,"Jus d'orange","Magasin_5","Non",2.99,29
2022-10-07,"Jus d'orange","Magasin_6","Non",2.85,52
2022-10-07,"Café","Magasin_1","Non",2.49,21
2022-10-07,"Café","Magasin_2","Non",3.49,20
2022-10-07,"Café","Magasin_3","Non",3.49,33
2022-10-07,"Café","Magasin_4","Non",3.63,28
2022-10-07,"Café","Magasin_5","Non",3.33,32
2022-10-07,"Café","Magasin_6","Non",2.49,46
2022-10-08,"Pain","Magasin_1","Non",0.99,45
2022-10-08,"Pain","Magasin_2","Non",0.99,NA
2022-10-08,"Pain","Magasin_3","Non",0.99,55
2022-10-08,"Pain","Magasin_4","Non",0.99,74
2022-10-08,"Pain","Magasin_5","Non",0.99,29
2022-10-08,"Pain","Magasin_6","Non",0.99,23
2022-10-08,"Lait","Magasin_1","Non",0.99,28
2022-10-08,"Lait","Magasin_2","Non",0.99,50
2022-10-08,"Lait","Magasin_3","Non",0.99,27
2022-10-08,"Lait","Magasin_4","Non",0.99,57
2022-10-08,"Lait","Magasin_5","Non",0.89,30
2022-10-08,"Lait","Magasin_6","Non",0.99,46
2022-10-08,"Beurre","Magasin_1","Non",2.49,24
2022-10-08,"Beurre","Magasin_2","Non",2.49,56
2022-10-08,"Beurre","Magasin_3","Oui",2.08,50
2022-10-08,"Beurre","Magasin_4","Non",1.49,58
2022-10-08,"Beurre","Magasin_5","Non",2.49,30
2022-10-08,"Beurre","Magasin_6","Non",1.49,38
2022-10-08,"Yaourt","Magasin_1","Non",0.99,35
2022-10-08,"Yaourt","Magasin_2","Non",0.99,45
2022-10-08,"Yaourt","Magasin_3","Non",1.25,NA
2022-10-08,"Yaourt","Magasin_4","Non",1.22,NA
2022-10-08,"Yaourt","Magasin_5","Non",1.21,50
2022-10-08,"Yaourt","Magasin_6","Non",1.23,18
2022-10-08,"Riz","Magasin_1","Non",0.49,NA
2022-10-08,"Riz","Magasin_2","Non",0.49,43
2022-10-08,"Riz","Magasin_3","Oui",1.14,94
2022-10-08,"Riz","Magasin_4","Non",0.49,19
2022-10-08,"Riz","Magasin_5","Non",0.49,54
2022-10-08,"Riz","Magasin_6","Non",0.49,36
2022-10-08,"Pâtes","Magasin_1","Non",1.3,59
2022-10-08,"Pâtes","Magasin_2","Non",1.3,61
2022-10-08,"Pâtes","Magasin_3","Non",1.28,22
2022-10-08,"Pâtes","Magasin_4","Non",1.26,54
2022-10-08,"Pâtes","Magasin_5","Non",0.49,16
2022-10-08,"Pâtes","Magasin_6","Non",0.99,69
2022-10-08,"Poulet","Magasin_1","Oui",5.49,74
2022-10-08,"Poulet","Magasin_2","Non",7.99,32
2022-10-08,"Poulet","Magasin_3","Non",7.49,31
2022-10-08,"Poulet","Magasin_4","Non",7.99,18
2022-10-08,"Poulet","Magasin_5","Oui",6.49,92
2022-10-08,"Poulet","Magasin_6","Non",7.99,52
2022-10-08,"Bœuf","Magasin_1","Non",11.99,66
2022-10-08,"Bœuf","Magasin_2","Non",11.99,40
2022-10-08,"Bœuf","Magasin_3","Non",11.59,15
2022-10-08,"Bœuf","Magasin_4","Non",12.23,29
2022-10-08,"Bœuf","Magasin_5","Non",11.49,42
2022-10-08,"Bœuf","Magasin_6","Non",12.18,55
2022-10-08,"Jus d'orange","Magasin_1","Oui",1.69,23
2022-10-08,"Jus d'orange","Magasin_2","Non",2.99,9
2022-10-08,"Jus d'orange","Magasin_3","Non",2.76,41
2022-10-08,"Jus d'orange","Magasin_4","Oui",1.99,38
2022-10-08,"Jus d'orange","Magasin_5","Non",2.99,43
2022-10-08,"Jus d'orange","Magasin_6","Non",2.71,41
2022-10-08,"Café","Magasin_1","Non",3.49,20
2022-10-08,"Café","Magasin_2","Oui",1.49,35
2022-10-08,"Café","Magasin_3","Non",3.49,35
2022-10-08,"Café","Magasin_4","Non",3.99,36
2022-10-08,"Café","Magasin_5","Non",2.49,36
2022-10-08,"Café","Magasin_6","Non",2.49,39
2022-10-09,"Pain","Magasin_1","Oui",0.49,68
2022-10-09,"Pain","Magasin_2","Non",0.99,63
2022-10-09,"Pain","Magasin_3","Oui",0.79,74
2022-10-09,"Pain","Magasin_4","Non",0.99,71
2022-10-09,"Pain","Magasin_5","Non",0.99,33
2022-10-09,"Pain","Magasin_6","Oui",0.59,38
2022-10-09,"Lait","Magasin_1","Non",0.86,NA
2022-10-09,"Lait","Magasin_2","Non",0.86,50
2022-10-09,"Lait","Magasin_3","Non",0.99,32
2022-10-09,"Lait","Magasin_4","Oui",0.49,214
2022-10-09,"Lait","Magasin_5","Non",0.99,22
2022-10-09,"Lait","Magasin_6","Non",0.99,59
2022-10-09,"Beurre","Magasin_1","Non",2.49,17
2022-10-09,"Beurre","Magasin_2","Non",2.49,66
2022-10-09,"Beurre","Magasin_3","Non",2.47,37
2022-10-09,"Beurre","Magasin_4","Non",2.61,61
2022-10-09,"Beurre","Magasin_5","Non",1.49,21
2022-10-09,"Beurre","Magasin_6","Non",2.41,41
2022-10-09,"Yaourt","Magasin_1","Non",1.2,38
2022-10-09,"Yaourt","Magasin_2","Non",0.99,39
2022-10-09,"Yaourt","Magasin_3","Non",0.99,15
2022-10-09,"Yaourt","Magasin_4","Non",0.99,35
2022-10-09,"Yaourt","Magasin_5","Non",1.17,50
2022-10-09,"Yaourt","Magasin_6","Non",1.19,17
2022-10-09,"Riz","Magasin_1","Oui",0.91,28
2022-10-09,"Riz","Magasin_2","Non",0.49,38
2022-10-09,"Riz","Magasin_3","Non",1.49,65
2022-10-09,"Riz","Magasin_4","Oui",0.99,37
2022-10-09,"Riz","Magasin_5","Non",0.49,56
2022-10-09,"Riz","Magasin_6","Non",0.49,41
2022-10-09,"Pâtes","Magasin_1","Non",1.31,64
2022-10-09,"Pâtes","Magasin_2","Non",1.28,65
2022-10-09,"Pâtes","Magasin_3","Non",0.49,19
2022-10-09,"Pâtes","Magasin_4","Non",0.49,57
2022-10-09,"Pâtes","Magasin_5","Non",1.3,10
2022-10-09,"Pâtes","Magasin_6","Non",1.29,62
2022-10-09,"Poulet","Magasin_1","Non",7.77,48
2022-10-09,"Poulet","Magasin_2","Non",7.65,26
2022-10-09,"Poulet","Magasin_3","Non",7.99,21
2022-10-09,"Poulet","Magasin_4","Non",7.49,14
2022-10-09,"Poulet","Magasin_5","Non",7.99,62
2022-10-09,"Poulet","Magasin_6","Oui",6.27,75
2022-10-09,"Bœuf","Magasin_1","Non",12.49,37
2022-10-09,"Bœuf","Magasin_2","Non",12.21,56
2022-10-09,"Bœuf","Magasin_3","Non",11.49,13
2022-10-09,"Bœuf","Magasin_4","Non",11.77,37
2022-10-09,"Bœuf","Magasin_5","Non",12.23,57
2022-10-09,"Bœuf","Magasin_6","Oui",9.99,NA
2022-10-09,"Jus d'orange","Magasin_1","Non",2.7,11
2022-10-09,"Jus d'orange","Magasin_2","Non",2.7,5
2022-10-09,"Jus d'orange","Magasin_3","Non",2.76,42
2022-10-09,"Jus d'orange","Magasin_4","Non",2.49,22
2022-10-09,"Jus d'orange","Magasin_5","Non",2.99,37
2022-10-09,"Jus d'orange","Magasin_6","Non",2.99,NA
2022-10-09,"Café","Magasin_1","Oui",2.99,NA
2022-10-09,"Café","Magasin_2","Non",2.49,30
2022-10-09,"Café","Magasin_3","Non",2.49,37
2022-10-09,"Café","Magasin_4","Non",3.64,35
2022-10-09,"Café","Magasin_5","Non",3.49,32
2022-10-09,"Café","Magasin_6","Non",3.65,37
2022-10-10,"Pain","Magasin_1","Non",0.99,27
2022-10-10,"Pain","Magasin_2","Non",0.99,43
2022-10-10,"Pain","Magasin_3","Non",0.99,43
2022-10-10,"Pain","Magasin_4","Non",0.99,53
2022-10-10,"Pain","Magasin_5","Non",0.99,22
2022-10-10,"Pain","Magasin_6","Non",0.99,13
2022-10-10,"Lait","Magasin_1","Non",0.99,15
2022-10-10,"Lait","Magasin_2","Non",0.99,NA
2022-10-10,"Lait","Magasin_3","Non",0.99,24
2022-10-10,"Lait","Magasin_4","Non",0.99,48
2022-10-10,"Lait","Magasin_5","Non",0.99,18
2022-10-10,"Lait","Magasin_6","Non",0.99,51
2022-10-10,"Beurre","Magasin_1","Non",2.49,11
2022-10-10,"Beurre","Magasin_2","Non",1.49,50
2022-10-10,"Beurre","Magasin_3","Oui",1.99,42
2022-10-10,"Beurre","Magasin_4","Non",1.49,50
2022-10-10,"Beurre","Magasin_5","Oui",1.99,33
2022-10-10,"Beurre","Magasin_6","Non",2.49,36
2022-10-10,"Yaourt","Magasin_1","Non",1.17,24
2022-10-10,"Yaourt","Magasin_2","Non",0.49,NA
2022-10-10,"Yaourt","Magasin_3","Non",1.19,12
2022-10-10,"Yaourt","Magasin_4","Oui",0.73,57
2022-10-10,"Yaourt","Magasin_5","Non",0.99,38
2022-10-10,"Yaourt","Magasin_6","Non",1.23,16
2022-10-10,"Riz","Magasin_1","Non",1.49,10
2022-10-10,"Riz","Magasin_2","Non",1.49,16
2022-10-10,"Riz","Magasin_3","Non",0.49,51
2022-10-10,"Riz","Magasin_4","Non",1.49,17
2022-10-10,"Riz","Magasin_5","Non",1.49,NA
2022-10-10,"Riz","Magasin_6","Non",1.49,29
2022-10-10,"Pâtes","Magasin_1","Non",1.29,46
2022-10-10,"Pâtes","Magasin_2","Non",1.24,57
2022-10-10,"Pâtes","Magasin_3","Non",1.27,15
2022-10-10,"Pâtes","Magasin_4","Non",0.49,33
2022-10-10,"Pâtes","Magasin_5","Non",1.34,22
2022-10-10,"Pâtes","Magasin_6","Non",0.99,46
2022-10-10,"Poulet","Magasin_1","Non",8.16,45
2022-10-10,"Poulet","Magasin_2","Non",7.99,24
2022-10-10,"Poulet","Magasin_3","Non",7.63,20
2022-10-10,"Poulet","Magasin_4","Non",7.99,13
2022-10-10,"Poulet","Magasin_5","Non",8.29,47
2022-10-10,"Poulet","Magasin_6","Non",7.99,44
2022-10-10,"Bœuf","Magasin_1","Non",11.99,56
2022-10-10,"Bœuf","Magasin_2","Non",11.49,33
2022-10-10,"Bœuf","Magasin_3","Non",12.27,19
2022-10-10,"Bœuf","Magasin_4","Non",11.64,23
2022-10-10,"Bœuf","Magasin_5","Non",11.49,38
2022-10-10,"Bœuf","Magasin_6","Non",11.49,NA
2022-10-10,"Jus d'orange","Magasin_1","Non",2.69,NA
2022-10-10,"Jus d'orange","Magasin_2","Non",2.84,8
2022-10-10,"Jus d'orange","Magasin_3","Non",2.8,33
2022-10-10,"Jus d'orange","Magasin_4","Non",2.86,19
2022-10-10,"Jus d'orange","Magasin_5","Oui",1.66,58
2022-10-10,"Jus d'orange","Magasin_6","Non",2.78,36
2022-10-10,"Café","Magasin_1","Non",2.49,13
2022-10-10,"Café","Magasin_2","Non",3.49,25
2022-10-10,"Café","Magasin_3","Non",3.49,36
2022-10-10,"Café","Magasin_4","Non",3.49,27
2022-10-10,"Café","Magasin_5","Oui",2.49,53
2022-10-10,"Café","Magasin_6","Non",3.49,42
2022-10-11,"Pain","Magasin_1","Oui",0.49,62
2022-10-11,"Pain","Magasin_2","Non",0.99,57
2022-10-11,"Pain","Magasin_3","Oui",0.49,58
2022-10-11,"Pain","Magasin_4","Non",0.99,62
2022-10-11,"Pain","Magasin_5","Non",0.99,25
2022-10-11,"Pain","Magasin_6","Non",0.99,25
2022-10-11,"Lait","Magasin_1","Non",0.99,14
2022-10-11,"Lait","Magasin_2","Non",0.86,48
2022-10-11,"Lait","Magasin_3","Non",0.99,30
2022-10-11,"Lait","Magasin_4","Non",0.99,NA
2022-10-11,"Lait","Magasin_5","Non",0.93,19
2022-10-11,"Lait","Magasin_6","Non",0.99,48
2022-10-11,"Beurre","Magasin_1","Non",1.49,14
2022-10-11,"Beurre","Magasin_2","Non",1.49,46
2022-10-11,"Beurre","Magasin_3","Non",1.49,27
2022-10-11,"Beurre","Magasin_4","Non",1.49,54
2022-10-11,"Beurre","Magasin_5","Non",2.49,16
2022-10-11,"Beurre","Magasin_6","Non",2.49,38
2022-10-11,"Yaourt","Magasin_1","Non",1.17,27
2022-10-11,"Yaourt","Magasin_2","Non",0.99,36
2022-10-11,"Yaourt","Magasin_3","Non",1.19,15
2022-10-11,"Yaourt","Magasin_4","Non",0.99,45
2022-10-11,"Yaourt","Magasin_5","Non",1.21,37
2022-10-11,"Yaourt","Magasin_6","Non",1.24,11
2022-10-11,"Riz","Magasin_1","Non",0.49,24
2022-10-11,"Riz","Magasin_2","Non",1.49,NA
2022-10-11,"Riz","Magasin_3","Non",0.49,53
2022-10-11,"Riz","Magasin_4","Non",0.49,19
2022-10-11,"Riz","Magasin_5","Non",0.49,40
2022-10-11,"Riz","Magasin_6","Oui",0.99,33
2022-10-11,"Pâtes","Magasin_1","Non",0.49,44
2022-10-11,"Pâtes","Magasin_2","Non",1.3,50
2022-10-11,"Pâtes","Magasin_3","Non",0.49,18
2022-10-11,"Pâtes","Magasin_4","Non",1.34,47
2022-10-11,"Pâtes","Magasin_5","Non",1.27,17
2022-10-11,"Pâtes","Magasin_6","Non",1.26,42
2022-10-11,"Poulet","Magasin_1","Non",7.99,42
2022-10-11,"Poulet","Magasin_2","Non",7.83,20
2022-10-11,"Poulet","Magasin_3","Non",7.99,20
2022-10-11,"Poulet","Magasin_4","Non",8.08,20
2022-10-11,"Poulet","Magasin_5","Oui",6.49,77
2022-10-11,"Poulet","Magasin_6","Non",8.18,47
2022-10-11,"Bœuf","Magasin_1","Non",12.49,50
2022-10-11,"Bœuf","Magasin_2","Non",12.18,NA
2022-10-11,"Bœuf","Magasin_3","Oui",7.23,20
2022-10-11,"Bœuf","Magasin_4","Non",11.99,25
2022-10-11,"Bœuf","Magasin_5","Oui",7.42,52
2022-10-11,"Bœuf","Magasin_6","Non",11.99,47
2022-10-11,"Jus d'orange","Magasin_1","Non",2.82,14
2022-10-11,"Jus d'orange","Magasin_2","Non",2.77,18
2022-10-11,"Jus d'orange","Magasin_3","Non",2.77,25
2022-10-11,"Jus d'orange","Magasin_4","Non",2.99,15
2022-10-11,"Jus d'orange","Magasin_5","Non",2.71,45
2022-10-11,"Jus d'orange","Magasin_6","Non",2.74,40
2022-10-11,"Café","Magasin_1","Oui",2.73,19
2022-10-11,"Café","Magasin_2","Non",3.49,17
2022-10-11,"Café","Magasin_3","Oui",2.99,41
2022-10-11,"Café","Magasin_4","Non",3.43,NA
2022-10-11,"Café","Magasin_5","Non",2.49,36
2022-10-11,"Café","Magasin_6","Non",3.65,38
2022-10-12,"Pain","Magasin_1","Oui",0.62,52
2022-10-12,"Pain","Magasin_2","Non",0.99,53
2022-10-12,"Pain","Magasin_3","Non",0.99,59
2022-10-12,"Pain","Magasin_4","Non",0.99,56
2022-10-12,"Pain","Magasin_5","Non",0.99,20
2022-10-12,"Pain","Magasin_6","Non",0.99,13
2022-10-12,"Lait","Magasin_1","Non",0.99,36
2022-10-12,"Lait","Magasin_2","Non",0.99,48
2022-10-12,"Lait","Magasin_3","Non",0.99,26
2022-10-12,"Lait","Magasin_4","Non",0.99,48
2022-10-12,"Lait","Magasin_5","Oui",0.62,32
2022-10-12,"Lait","Magasin_6","Non",0.99,47
2022-10-12,"Beurre","Magasin_1","Non",2.49,11
2022-10-12,"Beurre","Magasin_2","Non",1.49,56
2022-10-12,"Beurre","Magasin_3","Non",1.49,27
2022-10-12,"Beurre","Magasin_4","Non",2.59,49
2022-10-12,"Beurre","Magasin_5","Non",2.49,24
2022-10-12,"Beurre","Magasin_6","Non",1.49,28
2022-10-12,"Yaourt","Magasin_1","Non",1.2,34
2022-10-12,"Yaourt","Magasin_2","Non",1.22,32
2022-10-12,"Yaourt","Magasin_3","Non",1.24,11
2022-10-12,"Yaourt","Magasin_4","Non",1.15,25
2022-10-12,"Yaourt","Magasin_5","Non",1.22,42
2022-10-12,"Yaourt","Magasin_6","Non",1.23,23
2022-10-12,"Riz","Magasin_1","Non",1.49,20
2022-10-12,"Riz","Magasin_2","Oui",1.19,45
2022-10-12,"Riz","Magasin_3","Non",1.49,67
2022-10-12,"Riz","Magasin_4","Oui",0.99,17
2022-10-12,"Riz","Magasin_5","Non",0.49,49
2022-10-12,"Riz","Magasin_6","Non",1.49,22
2022-10-12,"Pâtes","Magasin_1","Non",1.31,NA
2022-10-12,"Pâtes","Magasin_2","Non",0.49,NA
2022-10-12,"Pâtes","Magasin_3","Oui",0.78,18
2022-10-12,"Pâtes","Magasin_4","Non",0.49,41
2022-10-12,"Pâtes","Magasin_5","Non",0.99,15
2022-10-12,"Pâtes","Magasin_6","Non",0.99,NA
2022-10-12,"Poulet","Magasin_1","Non",8.32,40
2022-10-12,"Poulet","Magasin_2","Non",7.99,21
2022-10-12,"Poulet","Magasin_3","Non",7.69,22
2022-10-12,"Poulet","Magasin_4","Oui",4.49,23
2022-10-12,"Poulet","Magasin_5","Oui",6.23,69
2022-10-12,"Poulet","Magasin_6","Non",7.99,48
2022-10-12,"Bœuf","Magasin_1","Non",12.27,41
2022-10-12,"Bœuf","Magasin_2","Non",12.19,34
2022-10-12,"Bœuf","Magasin_3","Non",11.99,14
2022-10-12,"Bœuf","Magasin_4","Oui",7.14,27
2022-10-12,"Bœuf","Magasin_5","Non",11.49,45
2022-10-12,"Bœuf","Magasin_6","Non",12.34,53
2022-10-12,"Jus d'orange","Magasin_1","Non",2.99,15
2022-10-12,"Jus d'orange","Magasin_2","Non",2.8,8
2022-10-12,"Jus d'orange","Magasin_3","Non",2.99,28
2022-10-12,"Jus d'orange","Magasin_4","Non",2.73,14
2022-10-12,"Jus d'orange","Magasin_5","Non",2.69,38
2022-10-12,"Jus d'orange","Magasin_6","Non",2.76,51
2022-10-12,"Café","Magasin_1","Non",3.49,8
2022-10-12,"Café","Magasin_2","Non",3.49,13
2022-10-12,"Café","Magasin_3","Non",2.49,19
2022-10-12,"Café","Magasin_4","Non",3.49,34
2022-10-12,"Café","Magasin_5","Non",3.49,30
2022-10-12,"Café","Magasin_6","Oui",2.49,NA
2022-10-13,"Pain","Magasin_1","Non",0.99,40
2022-10-13,"Pain","Magasin_2","Non",0.99,39
2022-10-13,"Pain","Magasin_3","Oui",0.8,74
2022-10-13,"Pain","Magasin_4","Oui",0.49,81
2022-10-13,"Pain","Magasin_5","Non",0.99,27
2022-10-13,"Pain","Magasin_6","Non",0.99,19
2022-10-13,"Lait","Magasin_1","Non",0.99,NA
2022-10-13,"Lait","Magasin_2","Non",0.88,34
2022-10-13,"Lait","Magasin_3","Oui",0.49,45
2022-10-13,"Lait","Magasin_4","Non",0.89,NA
2022-10-13,"Lait","Magasin_5","Non",0.99,17
2022-10-13,"Lait","Magasin_6","Non",0.99,51
2022-10-13,"Beurre","Magasin_1","Non",2.49,9
2022-10-13,"Beurre","Magasin_2","Non",1.49,43
2022-10-13,"Beurre","Magasin_3","Non",2.49,28
2022-10-13,"Beurre","Magasin_4","Non",2.49,64
2022-10-13,"Beurre","Magasin_5","Non",1.49,NA
2022-10-13,"Beurre","Magasin_6","Non",2.38,31
2022-10-13,"Yaourt","Magasin_1","Non",1.15,32
2022-10-13,"Yaourt","Magasin_2","Non",1.21,39
2022-10-13,"Yaourt","Magasin_3","Oui",0.74,26
2022-10-13,"Yaourt","Magasin_4","Non",1.2,NA
2022-10-13,"Yaourt","Magasin_5","Oui",0.99,55
2022-10-13,"Yaourt","Magasin_6","Non",1.22,17
2022-10-13,"Riz","Magasin_1","Non",0.49,26
2022-10-13,"Riz","Magasin_2","Non",1.49,21
2022-10-13,"Riz","Magasin_3","Oui",0.49,66
2022-10-13,"Riz","Magasin_4","Oui",0.99,17
2022-10-13,"Riz","Magasin_5","Non",1.49,52
2022-10-13,"Riz","Magasin_6","Non",1.49,23
2022-10-13,"Pâtes","Magasin_1","Non",0.99,48
2022-10-13,"Pâtes","Magasin_2","Non",1.28,53
2022-10-13,"Pâtes","Magasin_3","Non",0.49,18
2022-10-13,"Pâtes","Magasin_4","Non",0.99,39
2022-10-13,"Pâtes","Magasin_5","Non",1.32,7
2022-10-13,"Pâtes","Magasin_6","Non",1.3,59
2022-10-13,"Poulet","Magasin_1","Non",8.18,54
2022-10-13,"Poulet","Magasin_2","Non",8.33,29
2022-10-13,"Poulet","Magasin_3","Non",7.99,23
2022-10-13,"Poulet","Magasin_4","Oui",4.99,28
2022-10-13,"Poulet","Magasin_5","Non",7.79,49
2022-10-13,"Poulet","Magasin_6","Non",7.74,38
2022-10-13,"Bœuf","Magasin_1","Non",11.99,39
2022-10-13,"Bœuf","Magasin_2","Oui",8.99,43
2022-10-13,"Bœuf","Magasin_3","Oui",6.95,18
2022-10-13,"Bœuf","Magasin_4","Non",11.49,23
2022-10-13,"Bœuf","Magasin_5","Oui",7.49,61
2022-10-13,"Bœuf","Magasin_6","Non",12.25,45
2022-10-13,"Jus d'orange","Magasin_1","Oui",1.74,21
2022-10-13,"Jus d'orange","Magasin_2","Non",2.49,13
2022-10-13,"Jus d'orange","Magasin_3","Non",2.73,31
2022-10-13,"Jus d'orange","Magasin_4","Non",2.99,16
2022-10-13,"Jus d'orange","Magasin_5","Non",2.8,39
2022-10-13,"Jus d'orange","Magasin_6","Non",2.99,47
2022-10-13,"Café","Magasin_1","Oui",2.49,23
2022-10-13,"Café","Magasin_2","Non",2.49,20
2022-10-13,"Café","Magasin_3","Non",3.62,30
2022-10-13,"Café","Magasin_4","Non",2.49,31
2022-10-13,"Café","Magasin_5","Oui",1.49,59
2022-10-13,"Café","Magasin_6","Non",2.49,32
2022-10-14,"Pain","Magasin_1","Non",0.99,44
2022-10-14,"Pain","Magasin_2","Non",0.99,NA
2022-10-14,"Pain","Magasin_3","Non",0.99,46
2022-10-14,"Pain","Magasin_4","Non",0.99,49
2022-10-14,"Pain","Magasin_5","Non",0.99,23
2022-10-14,"Pain","Magasin_6","Non",0.99,13
2022-10-14,"Lait","Magasin_1","Non",0.99,31
2022-10-14,"Lait","Magasin_2","Non",0.99,41
2022-10-14,"Lait","Magasin_3","Oui",0.64,24
2022-10-14,"Lait","Magasin_4","Non",0.99,51
2022-10-14,"Lait","Magasin_5","Non",0.99,NA
2022-10-14,"Lait","Magasin_6","Non",0.99,44
2022-10-14,"Beurre","Magasin_1","Non",2.49,11
2022-10-14,"Beurre","Magasin_2","Non",1.49,44
2022-10-14,"Beurre","Magasin_3","Non",2.49,33
2022-10-14,"Beurre","Magasin_4","Non",2.61,NA
2022-10-14,"Beurre","Magasin_5","Oui",1.99,19
2022-10-14,"Beurre","Magasin_6","Non",1.49,26
2022-10-14,"Yaourt","Magasin_1","Non",1.2,43
2022-10-14,"Yaourt","Magasin_2","Non",1.17,41
2022-10-14,"Yaourt","Magasin_3","Non",1.17,14
2022-10-14,"Yaourt","Magasin_4","Oui",0.69,46
2022-10-14,"Yaourt","Magasin_5","Non",1.21,35
2022-10-14,"Yaourt","Magasin_6","Non",1.25,10
2022-10-14,"Riz","Magasin_1","Non",1.49,23
2022-10-14,"Riz","Magasin_2","Non",1.49,24
2022-10-14,"Riz","Magasin_3","Non",1.49,51
2022-10-14,"Riz","Magasin_4","Non",1.49,15
2022-10-14,"Riz","Magasin_5","Non",1.49,25
2022-10-14,"Riz","Magasin_6","Non",1.49,19
2022-10-14,"Pâtes","Magasin_1","Non",0.49,NA
2022-10-14,"Pâtes","Magasin_2","Non",1.33,53
2022-10-14,"Pâtes","Magasin_3","Non",0.49,14
2022-10-14,"Pâtes","Magasin_4","Non",1.33,45
2022-10-14,"Pâtes","Magasin_5","Non",1.26,15
2022-10-14,"Pâtes","Magasin_6","Oui",0.75,71
2022-10-14,"Poulet","Magasin_1","Non",7.77,41
2022-10-14,"Poulet","Magasin_2","Non",7.49,31
2022-10-14,"Poulet","Magasin_3","Non",7.99,18
2022-10-14,"Poulet","Magasin_4","Non",7.99,19
2022-10-14,"Poulet","Magasin_5","Non",7.64,39
2022-10-14,"Poulet","Magasin_6","Non",7.68,45
2022-10-14,"Bœuf","Magasin_1","Non",11.49,49
2022-10-14,"Bœuf","Magasin_2","Non",11.99,36
2022-10-14,"Bœuf","Magasin_3","Non",11.99,9
2022-10-14,"Bœuf","Magasin_4","Non",11.77,24
2022-10-14,"Bœuf","Magasin_5","Non",11.99,39
2022-10-14,"Bœuf","Magasin_6","Non",11.49,51
2022-10-14,"Jus d'orange","Magasin_1","Oui",1.49,14
2022-10-14,"Jus d'orange","Magasin_2","Oui",1.49,17
2022-10-14,"Jus d'orange","Magasin_3","Non",2.99,40
2022-10-14,"Jus d'orange","Magasin_4","Non",2.99,16
2022-10-14,"Jus d'orange","Magasin_5","Non",2.85,42
2022-10-14,"Jus d'orange","Magasin_6","Non",2.8,58
2022-10-14,"Café","Magasin_1","Non",3.49,12
2022-10-14,"Café","Magasin_2","Non",2.49,25
2022-10-14,"Café","Magasin_3","Non",3.49,30
2022-10-14,"Café","Magasin_4","Non",2.49,31
2022-10-14,"Café","Magasin_5","Non",3.49,36
2022-10-14,"Café","Magasin_6","Non",3.49,35
2022-10-15,"Pain","Magasin_1","Non",0.99,38
2022-10-15,"Pain","Magasin_2","Oui",0.49,104
2022-10-15,"Pain","Magasin_3","Non",0.99,58
2022-10-15,"Pain","Magasin_4","Non",0.96,58
2022-10-15,"Pain","Magasin_5","Non",0.99,28
2022-10-15,"Pain","Magasin_6","Non",0.99,17
2022-10-15,"Lait","Magasin_1","Non",0.99,20
2022-10-15,"Lait","Magasin_2","Oui",0.66,66
2022-10-15,"Lait","Magasin_3","Non",0.93,36
2022-10-15,"Lait","Magasin_4","Non",0.99,59
2022-10-15,"Lait","Magasin_5","Non",0.99,30
2022-10-15,"Lait","Magasin_6","Non",0.99,62
2022-10-15,"Beurre","Magasin_1","Non",2.49,18
2022-10-15,"Beurre","Magasin_2","Non",1.49,54
2022-10-15,"Beurre","Magasin_3","Non",2.49,43
2022-10-15,"Beurre","Magasin_4","Non",2.58,53
2022-10-15,"Beurre","Magasin_5","Non",1.49,23
2022-10-15,"Beurre","Magasin_6","Oui",1.99,52
2022-10-15,"Yaourt","Magasin_1","Oui",0.75,65
2022-10-15,"Yaourt","Magasin_2","Non",1.21,36
2022-10-15,"Yaourt","Magasin_3","Non",0.99,14
2022-10-15,"Yaourt","Magasin_4","Non",1.2,39
2022-10-15,"Yaourt","Magasin_5","Non",1.19,44
2022-10-15,"Yaourt","Magasin_6","Non",1.22,23
2022-10-15,"Riz","Magasin_1","Non",1.49,28
2022-10-15,"Riz","Magasin_2","Non",1.49,20
2022-10-15,"Riz","Magasin_3","Non",0.49,57
2022-10-15,"Riz","Magasin_4","Oui",1.09,34
2022-10-15,"Riz","Magasin_5","Non",0.49,45
2022-10-15,"Riz","Magasin_6","Non",0.49,33
2022-10-15,"Pâtes","Magasin_1","Non",1.29,63
2022-10-15,"Pâtes","Magasin_2","Non",0.49,80
2022-10-15,"Pâtes","Magasin_3","Non",1.25,19
2022-10-15,"Pâtes","Magasin_4","Non",1.32,50
2022-10-15,"Pâtes","Magasin_5","Non",0.49,15
2022-10-15,"Pâtes","Magasin_6","Non",0.49,78
2022-10-15,"Poulet","Magasin_1","Oui",6.1,66
2022-10-15,"Poulet","Magasin_2","Non",8.3,27
2022-10-15,"Poulet","Magasin_3","Non",8.1,26
2022-10-15,"Poulet","Magasin_4","Non",7.81,26
2022-10-15,"Poulet","Magasin_5","Non",7.69,52
2022-10-15,"Poulet","Magasin_6","Non",7.99,65
2022-10-15,"Bœuf","Magasin_1","Non",11.88,66
2022-10-15,"Bœuf","Magasin_2","Non",11.49,47
2022-10-15,"Bœuf","Magasin_3","Non",11.99,21
2022-10-15,"Bœuf","Magasin_4","Non",11.57,35
2022-10-15,"Bœuf","Magasin_5","Non",12.29,49
2022-10-15,"Bœuf","Magasin_6","Non",12.27,48
